ID,Name,Description,ColumnSpec,Concepticon_ID,Concepticon_Gloss,OriginalConcept
healthy,HEALTHY,,,1364,HEALTHY,
oilorganicsubstance,OIL (ORGANIC SUBSTANCE),,,1484,OIL (ORGANIC SUBSTANCE),
pay,PAY,,,718,PAY,
boilofskin,BOIL (OF SKIN),,,793,BOIL (OF SKIN),
ladder,LADDER,,,1464,LADDER,
donkey,DONKEY,,,1862,DONKEY,
first,FIRST,,,728,FIRST,
kiss,KISS,,,578,KISS,
stretch,STRETCH,,,214,STRETCH,
land,LAND,,,626,LAND,EARTH OR LAND
pound,POUND,,,354,POUND,
ice,ICE,,,617,ICE,
pepper,PEPPER,,,1385,PEPPER,
beat,BEAT,,,1665,BEAT,STRIKE OR BEAT
youngman,YOUNG MAN,,,76,YOUNG MAN,
wrong,WRONG,,,1390,WRONG,
demon,DEMON,,,1973,DEMON,
field,FIELD,,,212,FIELD,
pointed,POINTED,,,372,POINTED,
trappitfall,TRAP (PITFALL),,,1075,TRAP (PITFALL),
extinguish,EXTINGUISH,,,127,EXTINGUISH,
leadguide,LEAD (GUIDE),,,43,LEAD (GUIDE),
leopard,LEOPARD,,,1139,LEOPARD,
fishhook,FISHHOOK,,,1074,FISHHOOK,
fireplace,FIREPLACE,,,185,FIREPLACE,
fowl,FOWL,,,265,FOWL,
lastfinal,LAST (FINAL),,,1529,LAST (FINAL),
shirt,SHIRT,,,1622,SHIRT,
whistle,WHISTLE,,,1025,WHISTLE,
kick,KICK,,,1135,KICK,
pus,PUS,,,1808,PUS,
some,SOME,,,1241,SOME,
wrap,WRAP,,,1113,WRAP,
paternalauntfatherssister,PATERNAL AUNT (FATHER'S SISTER),,,2691,PATERNAL AUNT (FATHER'S SISTER),AUNT
island,ISLAND,,,622,ISLAND,
darkness,DARKNESS,,,11,DARKNESS,
afterwards,AFTERWARDS,,,2093,AFTERWARDS,AFTER
fox,FOX,,,1312,FOX,
sweatperspire,SWEAT (PERSPIRE),,,126,SWEAT (PERSPIRE),PERSPIRE OR SWEAT
cassava,CASSAVA,,,925,CASSAVA,
shield,SHIELD,,,1064,SHIELD,
time,TIME,,,892,TIME,
nasalmucussnot,NASAL MUCUS (SNOT),,,208,NASAL MUCUS (SNOT),
bear,BEAR,,,1820,BEAR,
spreadout,SPREAD OUT,,,38,SPREAD OUT,
drawmilk,DRAW MILK,,,93,DRAW MILK,
soap,SOAP,,,788,SOAP,
thief,THIEF,,,1160,THIEF,
treetrunk,TREE TRUNK,,,344,TREE TRUNK,
chair,CHAIR,,,1476,CHAIR,
strong,STRONG,,,785,STRONG,MIGHTY OR POWERFUL OR STRONG
dream,DREAM,,,2374,DREAM,DREAMING OR DREAM
mortar,MORTAR,,,224,MORTAR,
hill,HILL,,,614,HILL,MOUNTAIN OR HILL
rabbit,RABBIT,,,1136,RABBIT,
ring,RING,,,1374,RING,
window,WINDOW,,,1375,WINDOW,
sacrifice,SACRIFICE,,,1103,SACRIFICE,
waitfor,WAIT (FOR),,,1590,WAIT (FOR),
walkingstick,WALKING STICK,,,1296,WALKING STICK,
find,FIND,,,719,FIND,
fearfright,FEAR (FRIGHT),,,781,FEAR (FRIGHT),
waist,WAIST,,,1681,WAIST,
destroy,DESTROY,,,681,DESTROY,
war,WAR,,,935,WAR,
side,SIDE,,,682,SIDE,
spin,SPIN,,,121,SPIN,
early,EARLY,,,672,EARLY,
cease,CEASE,,,1928,CEASE,
hook,HOOK,,,1071,HOOK,
scrape,SCRAPE,,,1767,SCRAPE,
bead,BEAD,,,1860,BEAD,
enemy,ENEMY,,,1358,ENEMY,
beborn,BE BORN,,,1090,BE BORN,
difficult,DIFFICULT,,,584,DIFFICULT,
post,POST,,,281,POST,
fanobject,FAN (OBJECT),,,1971,FAN (OBJECT),
believe,BELIEVE,,,1890,BELIEVE,
drunk,DRUNK,,,1463,DRUNK,
misplace,MISPLACE,,,3072,MISPLACE,
easy,EASY,,,686,EASY,
understand,UNDERSTAND,,,1536,UNDERSTAND,
dropsomething,DROP (SOMETHING),,,2866,DROP (SOMETHING),
pumpkin,PUMPKIN,,,864,PUMPKIN,
shake,SHAKE,,,1909,SHAKE,
pileup,PILE UP,,,1576,PILE UP,
netbag,NETBAG,,,293,NETBAG,
maternalauntmotherssister,MATERNAL AUNT (MOTHER'S SISTER),,,2693,MATERNAL AUNT (MOTHER'S SISTER),AUNT
knot,KNOT,,,760,KNOT,
knead,KNEAD,,,274,KNEAD,
hangup,HANG UP,,,357,HANG UP,
termite,TERMITE,,,883,TERMITE,
workactivity,WORK (ACTIVITY),,,1086,WORK (ACTIVITY),
table,TABLE,,,1775,TABLE,
price,PRICE,,,657,PRICE,
nailtool,NAIL (TOOL),,,502,NAIL (TOOL),
board,BOARD,,,1227,BOARD,
cutwithaxe,CUT (WITH AXE),,,3151,CUT (WITH AXE),CHOP
chopintopieces,CHOP (INTO PIECES),,,2149,CHOP (INTO PIECES),CHOP
ram,RAM,,,1344,RAM,
grief,GRIEF,,,1668,GRIEF,
people,PEOPLE,,,789,PEOPLE,
sap,SAP,,,345,SAP,
vulture,VULTURE,,,1185,VULTURE,
shovel,SHOVEL,,,1901,SHOVEL,
always,ALWAYS,,,1676,ALWAYS,
thirst,THIRST,,,848,THIRST,
sowseeds,SOW SEEDS,,,748,SOW SEEDS,
pain,PAIN,,,1783,PAIN,
world,WORLD,,,965,WORLD,
insect,INSECT,,,620,INSECT,
mirror,MIRROR,,,1171,MIRROR,
lightignite,LIGHT (IGNITE),,,737,LIGHT (IGNITE),
slave,SLAVE,,,812,SLAVE,
cockroach,COCKROACH,,,1575,COCKROACH,
hat,HAT,,,771,HAT,
flute,FLUTE,,,777,FLUTE,
relatives,RELATIVES,,,1644,RELATIVES,
hip,HIP,,,1745,HIP,
match,MATCH,,,1133,MATCH,
dye,DYE,,,157,DYE,
squirrel,SQUIRREL,,,1628,SQUIRREL,
peel,PEEL,,,275,PEEL,
bread,BREAD,,,1368,BREAD,
slip,SLIP,,,1324,SLIP,
flowingbodyofwater,FLOWING BODY OF WATER,,,3311,FLOWING BODY OF WATER,
try,TRY,,,1812,TRY,
shame,SHAME,,,1776,SHAME,
stranger,STRANGER,,,791,STRANGER,
rough,ROUGH,,,1923,ROUGH,
autumn,AUTUMN,,,1276,AUTUMN,
angry,ANGRY,,,1826,ANGRY,
shell,SHELL,,,598,SHELL,
edge,EDGE,,,863,EDGE,
fragrant,FRAGRANT,,,376,FRAGRANT,
pipe,PIPE,,,1124,PIPE,
disappear,DISAPPEAR,,,485,DISAPPEAR,
risemoveupwards,RISE (MOVE UPWARDS),,,568,RISE (MOVE UPWARDS),
undress,UNDRESS,,,1755,UNDRESS,
wolf,WOLF,,,522,WOLF,
grain,GRAIN,,,605,GRAIN,
rice,RICE,,,926,RICE,
fever,FEVER,,,1534,FEVER,
because,BECAUSE,,,1157,BECAUSE,
mix,MIX,,,2017,MIX,
beside,BESIDE,,,1816,BESIDE,
wound,WOUND,,,1109,WOUND,
lame,LAME,,,320,LAME,
malegoat,MALE GOAT,,,2475,MALE GOAT,
blanket,BLANKET,,,806,BLANKET,
immediately,IMMEDIATELY,,,1963,IMMEDIATELY,
liemislead,LIE (MISLEAD),,,601,LIE (MISLEAD),
groan,GROAN,,,716,GROAN,
wipe,WIPE,,,1454,WIPE,
pinch,PINCH,,,378,PINCH,
poison,POISON,,,655,POISON,
wheat,WHEAT,,,1077,WHEAT,
boast,BOAST,,,101,BOAST,
speech,SPEECH,,,1115,SPEECH,
ride,RIDE,,,367,RIDE,
eyelash,EYELASH,,,1540,EYELASH,
stab,STAB,,,1434,STAB,
move,MOVE,,,765,MOVE,
soundornoise,SOUND OR NOISE,,,1811,SOUND OR NOISE,
youobliquecaseofyou,YOU (OBLIQUE CASE OF YOU),,,2312,YOU (OBLIQUE CASE OF YOU),
scold,SCOLD,,,299,SCOLD,
saw,SAW,,,1948,SAW,
soldier,SOLDIER,,,1941,SOLDIER,
flee,FLEE,,,956,FLEE,
roastsomething,ROAST (SOMETHING),,,1962,ROAST (SOMETHING),ROAST OR FRY
paddle,PADDLE,,,234,PADDLE,
cup,CUP,,,476,CUP,
shore,SHORE,,,113,SHORE,
late,LATE,,,477,LATE,
unripe,UNRIPE,,,1958,UNRIPE,
belt,BELT,,,772,BELT,
dripemitliquid,DRIP (EMIT LIQUID),,,2253,DRIP (EMIT LIQUID),
up,UP,,,1591,UP,
chain,CHAIN,,,1627,CHAIN,
goose,GOOSE,,,1187,GOOSE,
heaven,HEAVEN,,,1565,HEAVEN,
groundnutpeanut,GROUNDNUT (PEANUT),,,595,GROUNDNUT (PEANUT),
tall,TALL,,,711,TALL,
often,OFTEN,,,1852,OFTEN,
winter,WINTER,,,1471,WINTER,
taro,TARO,,,351,TARO,
line,LINE,,,1048,LINE,
coconut,COCONUT,,,970,COCONUT,
bore,BORE,,,1501,BORE,
braid,BRAID,,,1043,BRAID,
join,JOIN,,,1743,JOIN,
summer,SUMMER,,,1342,SUMMER,
fur,FUR,,,580,FUR,
teacher,TEACHER,,,1038,TEACHER,
cultivate,CULTIVATE,,,1541,CULTIVATE,
refuse,REFUSE,,,49,REFUSE,
twins,TWINS,,,1005,TWINS,
commoncolddisease,COMMON COLD (DISEASE),,,102,COMMON COLD (DISEASE),
air,AIR,,,27,AIR,
shine,SHINE,,,708,SHINE,
only,ONLY,,,1580,ONLY,
loud,LOUD,,,377,LOUD,
ditch,DITCH,,,2002,DITCH,
greedy,GREEDY,,,2018,GREEDY,
bracelet,BRACELET,,,1754,BRACELET,
lock,LOCK,,,1596,LOCK,
part,PART,,,779,PART,
bend,BEND,,,2004,BEND,
pursue,PURSUE,,,1047,PURSUE,
age,AGE,,,1789,AGE,
clay,CLAY,,,1399,CLAY,
forge,FORGE,,,288,FORGE,
school,SCHOOL,,,673,SCHOOL,
bowl,BOWL,,,1530,BOWL,
embers,EMBERS,,,67,EMBERS,
magic,MAGIC,,,392,MAGIC,
thunderverb,THUNDER (VERB),,,2378,THUNDER (VERB),
upperarm,UPPER ARM,,,431,UPPER ARM,
shears,SHEARS,,,356,SHEARS,
fold,FOLD,,,1470,FOLD,
have,HAVE,,,773,HAVE,
coal,COAL,,,2658,COAL,
treestump,TREE STUMP,,,241,TREE STUMP,
lowerarm,LOWER ARM,,,446,LOWER ARM,
fatobese,FAT (OBESE),,,1279,FAT (OBESE),
smellstink,SMELL (STINK),,,1587,SMELL (STINK),SMELL
bottom,BOTTOM,,,690,BOTTOM,
roll,ROLL,,,827,ROLL,
rescue,RESCUE,,,2008,RESCUE,
naked,NAKED,,,590,NAKED,
swamp,SWAMP,,,1145,SWAMP,
measure,MEASURE,,,1506,MEASURE,
load,LOAD,,,1679,LOAD,
crawl,CRAWL,,,96,CRAWL,CRAWL OR CREEP
palmtree,PALM TREE,,,1181,PALM TREE,
lightcolor,LIGHT (COLOR),,,250,LIGHT (COLOR),
grandson,GRANDSON,,,1618,GRANDSON,
ewe,EWE,,,1345,EWE,
theeobliquecaseofyou,THEE (OBLIQUE CASE OF YOU),,,2304,THEE (OBLIQUE CASE OF YOU),
beam,BEAM,,,1132,BEAM,
stingy,STINGY,,,1774,STINGY,
shamanfolkhealer,SHAMAN (FOLK HEALER),,,394,SHAMAN (FOLK HEALER),
key,KEY,,,1472,KEY,
widow,WIDOW,,,1756,WIDOW,
painful,PAINFUL,,,1129,PAINFUL,PAINFUL OR SICK
enough,ENOUGH,,,1881,ENOUGH,
necklace,NECKLACE,,,1961,NECKLACE,
corner,CORNER,,,192,CORNER,
well,WELL,,,954,WELL,SPRING OR WELL
wrist,WRIST,,,799,WRIST,
clever,CLEVER,,,1310,CLEVER,
pine,PINE,,,1740,PINE,
floor,FLOOR,,,1632,FLOOR,
onion,ONION,,,2366,ONION,
pan,PAN,,,31,PAN,
vulva,VULVA,,,1837,VULVA,
mare,MARE,,,938,MARE,
plain,PLAIN,,,652,PLAIN,
explain,EXPLAIN,,,1626,EXPLAIN,
ball,BALL,,,1845,BALL,
weigh,WEIGH,,,1098,WEIGH,
givebirth,GIVE BIRTH,,,1195,GIVE BIRTH,
callbyname,CALL BY NAME,,,180,CALL BY NAME,
paternalunclefathersbrother,PATERNAL UNCLE (FATHER'S BROTHER),,,1985,PATERNAL UNCLE (FATHER'S BROTHER),UNCLE
washoneself,WASH (ONESELF),,,3371,WASH (ONESELF),
mouse,MOUSE,,,1491,MOUSE,
candle,CANDLE,,,1273,CANDLE,
alcoholfermenteddrink,ALCOHOL (FERMENTED DRINK),,,404,ALCOHOL (FERMENTED DRINK),
deity,DEITY,,,3231,DEITY,
tendon,TENDON,,,1137,TENDON,
swear,SWEAR,,,1939,SWEAR,
hammer,HAMMER,,,1481,HAMMER,
thirsty,THIRSTY,,,847,THIRSTY,
boundary,BOUNDARY,,,1010,BOUNDARY,
youngwoman,YOUNG WOMAN,,,77,YOUNG WOMAN,
womb,WOMB,,,804,WOMB,
leather,LEATHER,,,629,LEATHER,
endofspace,END (OF SPACE),,,742,END (OF SPACE),
club,CLUB,,,1763,CLUB,
button,BUTTON,,,757,BUTTON,
nipple,NIPPLE,,,796,NIPPLE,
threaten,THREATEN,,,1192,THREATEN,
potato,POTATO,,,593,POTATO,
firefly,FIREFLY,,,206,FIREFLY,
carryonshoulder,CARRY ON SHOULDER,,,413,CARRY ON SHOULDER,
earthquake,EARTHQUAKE,,,6,EARTHQUAKE,
clan,CLAN,,,302,CLAN,
collar,COLLAR,,,2012,COLLAR,
fishingline,FISHING LINE,,,19,FISHING LINE,
owe,OWE,,,369,OWE,
be,BE,,,1579,BE,
storm,STORM,,,858,STORM,
hollowout,HOLLOW OUT,,,46,HOLLOW OUT,
wrinkled,WRINKLED,,,380,WRINKLED,
nephew,NEPHEW,,,1063,NEPHEW,
granddaughter,GRANDDAUGHTER,,,1619,GRANDDAUGHTER,
giveback,GIVE BACK,,,85,GIVE BACK,
imitate,IMITATE,,,117,IMITATE,
pen,PEN,,,794,PEN,
plough,PLOUGH,,,1921,PLOUGH,
belate,BE LATE,,,425,BE LATE,
repair,REPAIR,,,2243,REPAIR,
hurry,HURRY,,,754,HURRY,
own,OWN,,,684,OWN,
glue,GLUE,,,1069,GLUE,
mute,MUTE,,,1666,MUTE,
at,AT,,,1461,AT,
dish,DISH,,,481,DISH,
flame,FLAME,,,889,FLAME,
begin,BEGIN,,,1806,BEGIN,BEGIN OR START
row,ROW,,,1849,ROW,
maleofperson,MALE (OF PERSON),,,2261,MALE (OF PERSON),MALE
maleofanimal,MALE (OF ANIMAL),,,2263,MALE (OF ANIMAL),MALE
mad,MAD,,,1899,MAD,
sickle,SICKLE,,,341,SICKLE,SICKLE OR SCYTHE
bruise,BRUISE,,,1148,BRUISE,
preserve,PRESERVE,,,1997,PRESERVE,
beer,BEER,,,1639,BEER,
scale,SCALE,,,266,SCALE,
razor,RAZOR,,,151,RAZOR,
deny,DENY,,,755,DENY,
tumblefalldown,TUMBLE (FALL DOWN),,,2894,TUMBLE (FALL DOWN),
orphan,ORPHAN,,,1149,ORPHAN,
master,MASTER,,,383,MASTER,
second,SECOND,,,1384,SECOND,
oar,OAR,,,3137,OAR,
cassowary,CASSOWARY,,,466,CASSOWARY,
similar,SIMILAR,,,1558,SIMILAR,
divorce,DIVORCE,,,1134,DIVORCE,
toad,TOAD,,,894,TOAD,
hay,HAY,,,342,HAY,
nit,NIT,,,267,NIT,
mind,MIND,,,1562,MIND,
mill,MILL,,,636,MILL,
stutter,STUTTER,,,1866,STUTTER,
paintpigments,PAINT (PIGMENTS),,,647,PAINT (PIGMENTS),
niece,NIECE,,,1642,NIECE,
disease,DISEASE,,,1986,DISEASE,
family,FAMILY,,,194,FAMILY,
footprint,FOOTPRINT,,,318,FOOTPRINT,
idol,IDOL,,,1945,IDOL,
motherinlawofman,MOTHER-IN-LAW (OF MAN),,,2257,MOTHER-IN-LAW (OF MAN),
drive,DRIVE,,,741,DRIVE,
week,WEEK,,,1469,WEEK,
beeswax,BEESWAX,,,1931,BEESWAX,
room,ROOM,,,1450,ROOM,
glass,GLASS,,,604,GLASS,
butter,BUTTER,,,1245,BUTTER,
promise,PROMISE,,,1675,PROMISE,
hell,HELL,,,878,HELL,
host,HOST,,,1545,HOST,
fifty,FIFTY,,,1717,FIFTY,
meal,MEAL,,,1526,MEAL,
wave,WAVE,,,978,WAVE,
bunch,BUNCH,,,1966,BUNCH,
sad,SAD,,,699,SAD,
pulloffskin,PULL OFF (SKIN),,,291,PULL OFF (SKIN),
temple,TEMPLE,,,911,TEMPLE,
bag,BAG,,,2468,BAG,
spade,SPADE,,,1176,SPADE,
mistake,MISTAKE,,,1293,MISTAKE,
fishnet,FISHNET,,,388,FISHNET,
foralongtime,FOR A LONG TIME,,,418,FOR A LONG TIME,
pair,PAIR,,,1888,PAIR,
quiet,QUIET,,,1314,QUIET,
wages,WAGES,,,1122,WAGES,
springtime,SPRINGTIME,,,1537,SPRINGTIME,
stove,STOVE,,,859,STOVE,
brave,BRAVE,,,3,BRAVE,
talk,TALK,,,2708,TALK,
never,NEVER,,,1656,NEVER,
between,BETWEEN,,,689,BETWEEN,
painting,PAINTING,,,2001,PAINTING,
strength,STRENGTH,,,202,STRENGTH,
ancestors,ANCESTORS,,,1669,ANCESTORS,
eighteen,EIGHTEEN,,,1713,EIGHTEEN,
blacksmith,BLACKSMITH,,,1001,BLACKSMITH,
scared,SCARED,,,3033,SCARED,
marry,MARRY,,,203,MARRY,MARRY (AS MAN)
haltstop,HALT (STOP),,,2880,HALT (STOP),
udder,UDDER,,,154,UDDER,
breakfast,BREAKFAST,,,1322,BREAKFAST,
bananatree,BANANA TREE,,,1795,BANANA TREE,
dive,DIVE,,,119,DIVE,
cross,CROSS,,,1367,CROSS,
waterfall,WATERFALL,,,943,WATERFALL,
rainyseason,RAINY SEASON,,,453,RAINY SEASON,
blink,BLINK,,,1655,BLINK,
proud,PROUD,,,174,PROUD,
smokeinhale,SMOKE (INHALE),,,1689,SMOKE (INHALE),
adjudicate,ADJUDICATE,,,1818,ADJUDICATE,
springofwater,SPRING (OF WATER),,,849,SPRING (OF WATER),SPRING OR WELL
howl,HOWL,,,526,HOWL,
endoftime,END (OF TIME),,,743,END (OF TIME),
mold,MOLD,,,289,MOLD,
circle,CIRCLE,,,1467,CIRCLE,
guess,GUESS,,,1932,GUESS,
smallpox,SMALLPOX,,,1054,SMALLPOX,
freshwatereel,FRESHWATER EEL,,,1013,FRESHWATER EEL,
letgoorsetfree,LET GO OR SET FREE,,,1095,LET GO OR SET FREE,
parents,PARENTS,,,505,PARENTS,
silence,SILENCE,,,3458,SILENCE,
obey,OBEY,,,1635,OBEY,
keep,KEEP,,,1477,KEEP,
sometimes,SOMETIMES,,,1544,SOMETIMES,
bottle,BOTTLE,,,1321,BOTTLE,
mow,MOW,,,190,MOW,
yoke,YOKE,,,14,YOKE,
loom,LOOM,,,1787,LOOM,
thirteen,THIRTEEN,,,1708,THIRTEEN,
bake,BAKE,,,183,BAKE,
nostril,NOSTRIL,,,1178,NOSTRIL,
fault,FAULT,,,134,FAULT,
certain,CERTAIN,,,509,CERTAIN,
plantvegetation,PLANT (VEGETATION),,,653,PLANT (VEGETATION),
valley,VALLEY,,,921,VALLEY,
rattle,RATTLE,,,300,RATTLE,
barley,BARLEY,,,932,BARLEY,
towel,TOWEL,,,1021,TOWEL,
retreat,RETREAT,,,421,RETREAT,
soon,SOON,,,703,SOON,
regret,REGRET,,,1875,REGRET,
molartooth,MOLAR TOOTH,,,1049,MOLAR TOOTH,
third,THIRD,,,1859,THIRD,
forgive,FORGIVE,,,1528,FORGIVE,
tongs,TONGS,,,272,TONGS,
fatherinlawofman,FATHER-IN-LAW (OF MAN),,,2255,FATHER-IN-LAW (OF MAN),
braidverborweavebasket,BRAID (VERB) OR WEAVE (BASKET),,,3294,BRAID (VERB) OR WEAVE (BASKET),
taste,TASTE,,,2190,TASTE,
kettle,KETTLE,,,854,KETTLE,
pupilstudent,PUPIL (STUDENT),,,753,PUPIL (STUDENT),
quarrel,QUARREL,,,1848,QUARREL,
smile,SMILE,,,1451,SMILE,
skull,SKULL,,,1605,SKULL,
earthworm,EARTHWORM,,,2350,EARTHWORM,
become,BECOME,,,1990,BECOME,
melt,MELT,,,2334,MELT,
carryinhand,CARRY IN HAND,,,412,CARRY IN HAND,
carpenter,CARPENTER,,,1042,CARPENTER,
rake,RAKE,,,338,RAKE,
nineteen,NINETEEN,,,1714,NINETEEN,
evil,EVIL,,,45,EVIL,BAD OR EVIL
femaleofperson,FEMALE (OF PERSON),,,2260,FEMALE (OF PERSON),
headgear,HEADGEAR,,,2130,HEADGEAR,
gums,GUMS,,,139,GUMS,
shelf,SHELF,,,745,SHELF,
cutorhack,CUT OR HACK,,,3889,CUT OR HACK,
fir,FIR,,,1915,FIR,
sore,SORE,,,51,SORE,
spine,SPINE,,,805,SPINE,
brush,BRUSH,,,1821,BRUSH,
home,HOME,,,2406,HOME,
choke,CHOKE,,,129,CHOKE,
anger,ANGER,,,82,ANGER,
standup,STAND UP,,,570,STAND UP,
brick,BRICK,,,1006,BRICK,
fry,FRY,,,991,FRY,ROAST OR FRY
or,OR,,,1014,OR,
dinnersupper,DINNER (SUPPER),,,1833,DINNER (SUPPER),
bush,BUSH,,,1683,BUSH,
sorghum,SORGHUM,,,347,SORGHUM,
wool,WOOL,,,964,WOOL,
spiderweb,SPIDER WEB,,,1065,SPIDER WEB,
bald,BALD,,,1125,BALD,
hiccough,HICCOUGH,,,162,HICCOUGH,
middle,MIDDLE,,,1093,MIDDLE,CENTER OR MIDDLE
stable,STABLE,,,851,STABLE,
more,MORE,,,1992,MORE,
stingray,STINGRAY,,,1910,STINGRAY,
stir,STIR,,,696,STIR,
whisper,WHISPER,,,55,WHISPER,
strain,STRAIN,,,940,STRAIN,SIEVE OR STRAIN
servant,SERVANT,,,255,SERVANT,
grape,GRAPE,,,920,GRAPE,
chisel,CHISEL,,,1979,CHISEL,
dare,DARE,,,1779,DARE,
widower,WIDOWER,,,1981,WIDOWER,
copulate,COPULATE,,,549,COPULATE,
defend,DEFEND,,,1330,DEFEND,
weather,WEATHER,,,952,WEATHER,
fingernailortoenail,FINGERNAIL OR TOENAIL,,,1896,FINGERNAIL OR TOENAIL,
envy,ENVY,,,40,ENVY,
twist,TWIST,,,430,TWIST,TWIST (AROUND)
square,SQUARE,,,850,SQUARE,
sunday,SUNDAY,,,1699,SUNDAY,
increase,INCREASE,,,1041,INCREASE,
tick,TICK,,,1527,TICK,
crab,CRAB,,,2348,CRAB,
pasture,PASTURE,,,649,PASTURE,
swelling,SWELLING,,,1903,SWELLING,
seem,SEEM,,,1521,SEEM,
tiger,TIGER,,,846,TIGER,
jug,JUG,,,270,JUG,
awl,AWL,,,278,AWL,
wheel,WHEEL,,,710,WHEEL,
crouch,CROUCH,,,296,CROUCH,
eyelid,EYELID,,,17,EYELID,
thigh,THIGH,,,800,THIGH,
knifeforeating,KNIFE (FOR EATING),,,3210,KNIFE (FOR EATING),
limp,LIMP,,,366,LIMP,
death,DEATH,,,910,DEATH,
crush,CRUSH,,,1520,CRUSH,
then,THEN,,,2921,THEN,
furrow,FURROW,,,1794,FURROW,
cookedrice,COOKED RICE,,,1191,COOKED RICE,
mule,MULE,,,890,MULE,
share,SHARE,,,884,SHARE,
lamp,LAMP,,,625,LAMP,TORCH OR LAMP
bait,BAIT,,,2013,BAIT,
prison,PRISON,,,1281,PRISON,
farm,FARM,,,201,FARM,
lowerleg,LOWER LEG,,,447,LOWER LEG,
beak,BEAK,,,73,BEAK,
wise,WISE,,,698,WISE,
neighbour,NEIGHBOUR,,,1332,NEIGHBOUR,
boarmalepig,BOAR (MALE PIG),,,1348,BOAR (MALE PIG),
soninlawofman,SON-IN-LAW (OF MAN),,,2267,SON-IN-LAW (OF MAN),SON-IN-LAW
monday,MONDAY,,,1697,MONDAY,
saturday,SATURDAY,,,1700,SATURDAY,
approach,APPROACH,,,1778,APPROACH,
command,COMMAND,,,1998,COMMAND,
tea,TEA,,,1373,TEA,
fatherinlawofwoman,FATHER-IN-LAW (OF WOMAN),,,2254,FATHER-IN-LAW (OF WOMAN),
pocket,POCKET,,,1851,POCKET,
thatch,THATCH,,,279,THATCH,THATCH OR ROOF
lend,LEND,,,582,LEND,
fork,FORK,,,1302,FORK,
thursday,THURSDAY,,,1693,THURSDAY,
friday,FRIDAY,,,1692,FRIDAY,
pray,PRAY,,,24,PRAY,
motherinlawofwoman,MOTHER-IN-LAW (OF WOMAN),,,2256,MOTHER-IN-LAW (OF WOMAN),
betray,BETRAY,,,1902,BETRAY,
tuesday,TUESDAY,,,1695,TUESDAY,
wednesday,WEDNESDAY,,,1694,WEDNESDAY,
dirt,DIRT,,,25,DIRT,
day24hours,DAY (24 HOURS),,,1260,DAY (24 HOURS),
sowfemalepig,SOW (FEMALE PIG),,,1351,SOW (FEMALE PIG),
forty,FORTY,,,1716,FORTY,
stabtodeath,STAB TO DEATH,,,3189,STAB TO DEATH,
besilent,BE SILENT,,,48,BE SILENT,
rule,RULE,,,1846,RULE,
stepmother,STEPMOTHER,,,236,STEPMOTHER,
clear,CLEAR,,,989,CLEAR,
scar,SCAR,,,497,SCAR,
brassinstrumenthornortrumpet,BRASS INSTRUMENT (HORN OR TRUMPET),,,2136,BRASS INSTRUMENT (HORN OR TRUMPET),
carryonback,CARRY ON BACK,,,465,CARRY ON BACK,
flyingfox,FLYING FOX,,,235,FLYING FOX,
life,LIFE,,,210,LIFE,BE ALIVE OR LIFE
farmer,FARMER,,,979,FARMER,
curse,CURSE,,,8,CURSE,
spirit,SPIRIT,,,53,SPIRIT,
badluck,BAD LUCK,,,56,BAD LUCK,
frost,FROST,,,2034,FROST,
millet,MILLET,,,931,MILLET,
coat,COAT,,,603,COAT,
daughterinlawofman,DAUGHTER-IN-LAW (OF MAN),,,2265,DAUGHTER-IN-LAW (OF MAN),
powerful,POWERFUL,,,3001,POWERFUL,MIGHTY OR POWERFUL OR STRONG
seventy,SEVENTY,,,1721,SEVENTY,
eighty,EIGHTY,,,1722,EIGHTY,
army,ARMY,,,1561,ARMY,
calabash,CALABASH,,,3918,CALABASH,
string,STRING,,,362,STRING,
tortoise,TORTOISE,,,895,TORTOISE,
precipice,PRECIPICE,,,618,PRECIPICE,
cousin,COUSIN,,,1643,COUSIN,
femaleofanimal,FEMALE (OF ANIMAL),,,2262,FEMALE (OF ANIMAL),
breath,BREATH,,,870,BREATH,BREATH OR BREATHE
adze,ADZE,,,290,ADZE,
boot,BOOT,,,585,BOOT,
splash,SPLASH,,,365,SPLASH,
porcupine,PORCUPINE,,,2510,PORCUPINE,
custom,CUSTOM,,,1747,CUSTOM,
fourteen,FOURTEEN,,,2451,FOURTEEN,
beehive,BEEHIVE,,,88,BEEHIVE,
sniff,SNIFF,,,375,SNIFF,
fishtrap,FISH TRAP,,,389,FISH TRAP,
anxiety,ANXIETY,,,1000,ANXIETY,
priest,PRIEST,,,852,PRIEST,
magician,MAGICIAN,,,2137,MAGICIAN,
very,VERY,,,1311,VERY,
seventeen,SEVENTEEN,,,2453,SEVENTEEN,
boltoflightning,BOLT (OF LIGHTNING),,,2007,BOLT (OF LIGHTNING),
remains,REMAINS,,,838,REMAINS,
tradeorbarter,TRADE OR BARTER,,,2135,TRADE OR BARTER,
shop,SHOP,,,746,SHOP,STORE
yolk,YOLK,,,1556,YOLK,
twice,TWICE,,,1546,TWICE,
deceit,DECEIT,,,13,DECEIT,
broken,BROKEN,,,588,BROKEN,
clock,CLOCK,,,1323,CLOCK,
feel,FEEL,,,1079,FEEL,
pity,PITY,,,1141,PITY,
peace,PEACE,,,1338,PEACE,
diggingstick,DIGGING STICK,,,339,DIGGING STICK,
