ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,SourceWord,TargetWord
tooth-colexifies-meat-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
tooth-colexifies-meat-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
tooth-colexifies-meat-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-7,clicsbp-bantubvd-7,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
tooth-colexifies-meat-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,0,,,,,
tooth-colexifies-meat-clicsbp-abrahammonpa-MonpaSangti,clicsbp-abrahammonpa-MonpaSangti,,0,,,,,
tooth-colexifies-meat-clicsbp-abrahammonpa-MonpaChangprong,clicsbp-abrahammonpa-MonpaChangprong,,0,,,,,
tooth-colexifies-meat-clicsbp-abrahammonpa-NamreiNabolang,clicsbp-abrahammonpa-NamreiNabolang,,0,,,,,
tooth-colexifies-meat-clicsbp-abrahammonpa-HrusoAkaJamiri,clicsbp-abrahammonpa-HrusoAkaJamiri,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,1,,,,,
tongue-colexifies-breakcleave-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-7,clicsbp-bantubvd-7,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
tongue-colexifies-breakcleave-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,0,,,,,
beard-colexifies-yellow-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,1,,,,,
beard-colexifies-yellow-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
beard-colexifies-yellow-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
beard-colexifies-yellow-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
beard-colexifies-yellow-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
beard-colexifies-yellow-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
beard-colexifies-yellow-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
beard-colexifies-yellow-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
beard-colexifies-yellow-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
neck-colexifies-napeofneck-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,1,,,,,
neck-colexifies-napeofneck-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
neck-colexifies-napeofneck-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
neck-colexifies-napeofneck-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
neck-colexifies-napeofneck-clicsbp-bantubvd-7,clicsbp-bantubvd-7,,0,,,,,
neck-colexifies-napeofneck-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
neck-colexifies-napeofneck-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
neck-colexifies-napeofneck-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
neck-colexifies-napeofneck-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,0,,,,,
neck-colexifies-voice-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,1,,,,,
neck-colexifies-voice-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
neck-colexifies-voice-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
neck-colexifies-voice-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
neck-colexifies-voice-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
neck-colexifies-voice-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
neck-colexifies-voice-clicsbp-bantubvd-7,clicsbp-bantubvd-7,,0,,,,,
neck-colexifies-voice-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
neck-colexifies-voice-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
neck-colexifies-voice-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,0,,,,,
hand-colexifies-muroidmouseorrat-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,1,,,,,
hand-colexifies-muroidmouseorrat-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
hand-colexifies-muroidmouseorrat-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
hand-colexifies-muroidmouseorrat-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
hand-colexifies-muroidmouseorrat-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
hand-colexifies-muroidmouseorrat-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
hand-colexifies-muroidmouseorrat-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
hand-colexifies-muroidmouseorrat-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
hand-colexifies-muroidmouseorrat-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
hand-colexifies-mountain-clicsbp-abrahammonpa-MonpaChangprong,clicsbp-abrahammonpa-MonpaChangprong,,1,,,,,
hand-colexifies-mountain-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
hand-colexifies-mountain-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
hand-colexifies-mountain-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
hand-colexifies-mountain-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
hand-colexifies-mountain-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
hand-colexifies-mountain-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
hand-colexifies-mountain-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
hand-colexifies-mountain-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
hand-colexifies-mountain-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
hand-colexifies-mountain-clicsbp-abrahammonpa-MonpaSangti,clicsbp-abrahammonpa-MonpaSangti,,0,,,,,
hand-colexifies-mountain-clicsbp-abrahammonpa-MonpaBalemu,clicsbp-abrahammonpa-MonpaBalemu,,0,,,,,
hand-colexifies-mountain-clicsbp-abrahammonpa-NamreiNabolang,clicsbp-abrahammonpa-NamreiNabolang,,0,,,,,
hand-colexifies-mountain-clicsbp-abrahammonpa-HrusoAkaJamiri,clicsbp-abrahammonpa-HrusoAkaJamiri,,0,,,,,
finger-colexifies-outside-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,1,,,,,
finger-colexifies-outside-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
finger-colexifies-outside-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
finger-colexifies-outside-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
finger-colexifies-outside-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
finger-colexifies-outside-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
finger-colexifies-outside-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
finger-colexifies-outside-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
finger-colexifies-outside-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
finger-colexifies-outside-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
finger-colexifies-outside-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
finger-colexifies-outside-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
finger-colexifies-outside-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
finger-colexifies-outside-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
finger-colexifies-outside-clicsbp-bantubvd-7,clicsbp-bantubvd-7,,0,,,,,
finger-colexifies-outside-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
finger-colexifies-outside-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
finger-colexifies-outside-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
finger-colexifies-spreadout-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,1,,,,,
finger-colexifies-spreadout-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
finger-colexifies-spreadout-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
finger-colexifies-spreadout-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
finger-colexifies-spreadout-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
finger-colexifies-spreadout-clicsbp-bantubvd-7,clicsbp-bantubvd-7,,0,,,,,
finger-colexifies-spreadout-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
finger-colexifies-spreadout-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
finger-colexifies-spreadout-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,1,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-7,clicsbp-bantubvd-7,,0,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
fingernail-colexifies-hunger-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,1,,,,,
fingernail-colexifies-childdescendant-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-7,clicsbp-bantubvd-7,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
fingernail-colexifies-childdescendant-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,1,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-7,clicsbp-bantubvd-7,,0,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
fingernail-colexifies-childyounghuman-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
breast-colexifies-axeclassifier-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,1,,,,,
breast-colexifies-axeclassifier-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
breast-colexifies-axeclassifier-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
breast-colexifies-axeclassifier-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
breast-colexifies-axeclassifier-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
breast-colexifies-axeclassifier-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
breast-colexifies-axeclassifier-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
breast-colexifies-axeclassifier-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
breast-colexifies-axeclassifier-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
breast-colexifies-bright-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,1,,,,,
breast-colexifies-bright-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
breast-colexifies-bright-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
breast-colexifies-bright-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
breast-colexifies-bright-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
breast-colexifies-bright-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
breast-colexifies-bright-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
breast-colexifies-bright-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
breast-colexifies-bright-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
breast-colexifies-white-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,1,,,,,
breast-colexifies-white-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
breast-colexifies-white-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
breast-colexifies-white-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
breast-colexifies-white-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
breast-colexifies-white-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
breast-colexifies-white-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
breast-colexifies-white-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
breast-colexifies-white-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
breast-colexifies-white-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
breast-colexifies-white-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
breast-colexifies-white-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
breast-colexifies-white-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
breast-colexifies-white-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
breast-colexifies-white-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
breast-colexifies-white-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
breast-colexifies-white-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
breast-colexifies-milk-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,1,,,,,
breast-colexifies-milk-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,1,,,,,
breast-colexifies-milk-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,1,,,,,
breast-colexifies-milk-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,1,,,,,
breast-colexifies-milk-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,1,,,,,
breast-colexifies-milk-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,1,,,,,
breast-colexifies-milk-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
breast-colexifies-milk-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
breast-colexifies-milk-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
breast-colexifies-spot-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,1,,,,,
breast-colexifies-spot-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
breast-colexifies-spot-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
breast-colexifies-spot-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
breast-colexifies-spot-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
breast-colexifies-spot-clicsbp-bantubvd-4,clicsbp-bantubvd-4,,0,,,,,
breast-colexifies-thou-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,1,,,,,
breast-colexifies-thou-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
breast-colexifies-thou-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
breast-colexifies-thou-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
breast-colexifies-thou-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
breast-colexifies-thou-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
breast-colexifies-thou-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
breast-colexifies-thou-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
breast-colexifies-thou-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
breast-colexifies-thou-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
breast-colexifies-thou-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
breast-colexifies-thou-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
breast-colexifies-thou-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
breast-colexifies-thou-clicsbp-bantubvd-1,clicsbp-bantubvd-1,,0,,,,,
breast-colexifies-thou-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
breast-colexifies-thou-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
breast-colexifies-thou-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,0,,,,,
breast-colexifies-infrontof-clicsbp-bantubvd-8,clicsbp-bantubvd-8,,1,,,,,
breast-colexifies-infrontof-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,0,,,,,
breast-colexifies-infrontof-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,0,,,,,
breast-colexifies-infrontof-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,0,,,,,
breast-colexifies-infrontof-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
breast-colexifies-infrontof-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
breast-colexifies-infrontof-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
breast-colexifies-infrontof-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,0,,,,,
breast-colexifies-infrontof-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
breast-colexifies-infrontof-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,0,,,,,
breast-colexifies-infrontof-clicsbp-bantubvd-6,clicsbp-bantubvd-6,,0,,,,,
breast-colexifies-infrontof-clicsbp-bantubvd-10,clicsbp-bantubvd-10,,0,,,,,
breast-colexifies-infrontof-clicsbp-bantubvd-9,clicsbp-bantubvd-9,,0,,,,,
breast-colexifies-infrontof-clicsbp-bantubvd-2,clicsbp-bantubvd-2,,0,,,,,
breast-colexifies-infrontof-clicsbp-bantubvd-5,clicsbp-bantubvd-5,,0,,,,,
breast-colexifies-infrontof-clicsbp-bantubvd-3,clicsbp-bantubvd-3,,0,,,,,
belly-colexifies-pen-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,1,,,,,
belly-colexifies-pen-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,1,,,,,
belly-colexifies-pen-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,1,,,,,
belly-colexifies-pen-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,1,,,,,
belly-colexifies-pen-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,1,,,,,
belly-colexifies-pen-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,0,,,,,
belly-colexifies-pen-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
belly-colexifies-pen-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
belly-colexifies-pen-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,0,,,,,
belly-colexifies-six-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,1,,,,,
belly-colexifies-six-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,1,,,,,
belly-colexifies-six-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,1,,,,,
belly-colexifies-six-clicsbp-allenbai-Yunlong,clicsbp-allenbai-Yunlong,,1,,,,,
belly-colexifies-six-clicsbp-allenbai-Xiangyun,clicsbp-allenbai-Xiangyun,,1,,,,,
belly-colexifies-six-clicsbp-allenbai-Eryuan,clicsbp-allenbai-Eryuan,,1,,,,,
belly-colexifies-six-clicsbp-allenbai-Zhoucheng,clicsbp-allenbai-Zhoucheng,,1,,,,,
belly-colexifies-six-clicsbp-allenbai-Lanping,clicsbp-allenbai-Lanping,,0,,,,,
belly-colexifies-six-clicsbp-allenbai-Luobenzhuo,clicsbp-allenbai-Luobenzhuo,,0,,,,,
belly-colexifies-six-clicsbp-abrahammonpa-MonpaSangti,clicsbp-abrahammonpa-MonpaSangti,,0,,,,,
belly-colexifies-six-clicsbp-abrahammonpa-MonpaBalemu,clicsbp-abrahammonpa-MonpaBalemu,,0,,,,,
belly-colexifies-six-clicsbp-abrahammonpa-MonpaChangprong,clicsbp-abrahammonpa-MonpaChangprong,,0,,,,,
belly-colexifies-six-clicsbp-abrahammonpa-NamreiNabolang,clicsbp-abrahammonpa-NamreiNabolang,,0,,,,,
belly-colexifies-six-clicsbp-abrahammonpa-HrusoAkaJamiri,clicsbp-abrahammonpa-HrusoAkaJamiri,,0,,,,,
pen-colexifies-six-clicsbp-allenbai-Heqing,clicsbp-allenbai-Heqing,,1,,,,,
pen-colexifies-six-clicsbp-allenbai-Jianchuan,clicsbp-allenbai-Jianchuan,,1,,,,,
pen-colexifies-six-clicsbp-allenbai-Qiliqiao,clicsbp-allenbai-Qiliqiao,,1,,,,,
